0.0	0.054660015	0.9174077	
1.0E-4	0.054660015	0.9174077	
2.0E-4	0.054660015	0.9174077	
3.0E-4	0.054660015	0.9174077	
4.0E-4	0.05466419	0.9173994	
5.0E-4	0.054671675	0.91738456	
6.0E-4	0.05468176	0.91736454	
7.0E-4	0.05469385	0.9173405	
8.0E-4	0.05470747	0.9173134	
9.0E-4	0.054722235	0.91728395	
0.001	0.05473782	0.9172528	
0.0011	0.054753974	0.91722035	
0.0012	0.05477049	0.9171872	
0.0013	0.054787196	0.91715354	
0.0014	0.05480397	0.9171197	
0.0015	0.0548207	0.9170858	
0.0016	0.054837305	0.9170521	
0.0017	0.05485372	0.9170187	
0.0018	0.054869886	0.9169857	
0.0019	0.054885775	0.9169532	
0.002	0.054901354	0.9169212	
0.0021	0.054916598	0.91688985	
0.0022	0.054931495	0.9168591	
0.0023	0.05494603	0.916829	
0.0024	0.054960206	0.9167996	
0.0025	0.054974012	0.9167708	
0.0026	0.054987453	0.91674274	
0.0027	0.055000525	0.9167154	
0.0028	0.05501324	0.9166887	
0.0029	0.055025592	0.9166627	
0.003	0.0550376	0.9166373	
0.0031	0.055049255	0.9166126	
0.0032	0.055060577	0.91658854	
0.0033	0.05507157	0.9165651	
0.0034	0.05508224	0.91654235	
0.0035	0.05509259	0.9165201	
0.0036	0.05510264	0.91649854	
0.0037	0.055112388	0.91647756	
0.0038	0.055121846	0.9164571	
0.0039	0.055131022	0.9164372	
0.004	0.055139925	0.91641784	
0.0041	0.055148557	0.916399	
0.0042	0.055156935	0.9163807	
0.0043	0.055165056	0.91636294	
0.0044	0.055172935	0.9163456	
0.0045	0.05518058	0.9163288	
0.0046	0.055187993	0.9163124	
0.0047	0.05519518	0.9162965	
0.0048	0.055202153	0.916281	
0.0049	0.055208914	0.9162659	
0.005	0.05521547	0.9162513	
0.0051	0.05522183	0.91623706	
0.0052	0.055227995	0.9162232	
0.0053	0.055980835	0.9148751	
0.0054	0.057698082	0.91210294	
0.0055	0.060553137	0.9079222	
0.0056	0.06463395	0.90243345	
0.0057	0.06993118	0.89578795	
0.0058	0.07635083	0.8881567	
0.0059	0.08374308	0.8797072	
0.006	0.09193622	0.87058735	
0.0061	0.100767806	0.8609167	
0.0062	0.110109106	0.8507816	
0.0063	0.119882174	0.8402335	
0.0064	0.13007048	0.8292892	
0.0065	0.14072523	0.81793296	
0.0066	0.15197022	0.80611956	
0.0067	0.1640078	0.7937781	
0.0068	0.17712958	0.78081656	
0.0069	0.19173512	0.767126	
0.007	0.20836286	0.75258523	
0.0071	0.22773813	0.7370644	
0.0072	0.25084224	0.7204278	
0.0073	0.27900138	0.70252544	
0.0074	0.3139713	0.6831364	
0.0075	0.35793087	0.6616814	
0.0076	0.41315147	0.6357581	
0.0077	0.48090413	0.5937461	
0.0078	0.55931664	0.50542337	
0.0079	0.64153725	0.40038067	
0.008	0.71786195	0.31420982	
0.0081	0.7816773	0.24638504	
0.0082	0.83199626	0.19317855	
0.0083	0.87088317	0.15145895	
0.0084	0.90075827	0.11874899	
0.0085	0.9236514	0.093103684	
0.0086	0.9411586	0.07299757	
0.0087	0.9545098	0.057234645	
0.0088	0.96464217	0.044877335	
0.0089	0.9722601	0.03519086	
0.009	0.9778803	0.027599705	
0.0091	0.9818619	0.021653702	
0.0092	0.98442316	0.017001878	
0.0093	0.9856459	0.013372717	
0.0094	0.9854673	0.010560086	
0.0095	0.98366296	0.008414591	
0.0096	0.97982836	0.0068406123	
0.0097	0.9733724	0.0057993005	
0.0098	0.96355015	0.0053155567	
0.0099	0.94956744	0.0054753404	
0.01	0.93079	0.006365356	
0.0101	0.90705967	0.007907883	
0.0102	0.8790477	0.00980643	
0.0103	0.8484727	0.01182047	
0.0104	0.81791496	0.013876393	
0.0105	0.7900337	0.015933322	
0.0106	0.7665889	0.017932374	
0.0107	0.748147	0.019822732	
0.0108	0.7344544	0.021574153	
0.0109	0.7248982	0.023171563	
0.011	0.718807	0.024606926	
0.0111	0.7155949	0.025873493	
0.0112	0.71480274	0.026962638	
0.0113	0.7160839	0.02786251	
0.0114	0.7191711	0.028557813	
0.0115	0.7238426	0.029030345	
0.0116	0.7298965	0.029260485	
0.0117	0.7371323	0.029230025	
0.0118	0.7453392	0.028926719	
0.0119	0.754289	0.02835022	
0.012	0.7637318	0.02751794	
0.0121	0.7733968	0.026468433	
0.0122	0.78299665	0.025260048	
0.0123	0.7922372	0.023964532	
0.0124	0.8008309	0.022657633	
0.0125	0.808513	0.021409903	
0.0126	0.8150576	0.020280173	
0.0127	0.8202907	0.019312385	
0.0128	0.8241001	0.018535044	
0.0129	0.8264408	0.017962152	
0.013	0.8273373	0.017594697	
0.0131	0.82688284	0.017422337	
0.0132	0.82523525	0.017425379	
0.0133	0.82260823	0.017577171	
0.0134	0.8192572	0.017846873	
0.0135	0.8154593	0.018202242	
0.0136	0.81149095	0.01861203	
0.0137	0.807605	0.019047702	
0.0138	0.8040131	0.01948442	
0.0139	0.8008745	0.019901492	
0.014	0.7982937	0.020282421	
0.0141	0.7963239	0.020614726	
0.0142	0.79497516	0.020889683	
0.0143	0.7942233	0.021102007	
0.0144	0.79401946	0.021249581	
0.0145	0.79429746	0.021333158	
0.0146	0.7949803	0.021356085	
0.0147	0.79598504	0.021323988	
0.0148	0.7972267	0.021244379	
0.0149	0.7986215	0.021126216	
0.015	0.8000895	0.020979388	
0.0151	0.80155694	0.020814154	
0.0152	0.8029586	0.020640602	
0.0153	0.80423903	0.02046813	
0.0154	0.8053541	0.020305026	
0.0155	0.80627203	0.020158134	
0.0156	0.8069732	0.020032652	
0.0157	0.8074504	0.019932043	
0.0158	0.8077078	0.019858073	
0.0159	0.80775964	0.019810928	
0.016	0.80762875	0.019789413	
0.0161	0.8073444	0.019791204	
0.0162	0.8069399	0.019813126	
0.0163	0.8064507	0.019851433	
0.0164	0.8059121	0.019902078	
0.0165	0.80535734	0.019960964	
0.0166	0.80481625	0.020024141	
0.0167	0.804314	0.020087985	
0.0168	0.80387044	0.020149326	
0.0169	0.80349976	0.020205528	
0.017	0.8032108	0.020254545	
0.0171	0.8030069	0.020294936	
0.0172	0.802887	0.020325856	
0.0173	0.8028461	0.020347016	
0.0174	0.8028759	0.020358626	
0.0175	0.8029659	0.020361323	
0.0176	0.8031041	0.020356096	
0.0177	0.8032778	0.020344187	
0.0178	0.80347407	0.020327006	
0.0179	0.8036808	0.020306043	
0.018	0.8038866	0.020282786	
0.0181	0.80408186	0.02025865	
0.0182	0.80425847	0.020234916	
0.0183	0.80441034	0.020212684	
0.0184	0.80453324	0.020192843	
0.0185	0.8046249	0.020176051	
0.0186	0.80468494	0.020162737	
0.0187	0.80471426	0.020153105	
0.0188	0.8047155	0.02014715	
0.0189	0.80469203	0.020144695	
0.019	0.8046482	0.020145409	
0.0191	0.80458874	0.020148851	
0.0192	0.8045185	0.020154504	
0.0193	0.8044423	0.020161813	
0.0194	0.8043645	0.020170212	
0.0195	0.8042893	0.020179152	
0.0196	0.8042198	0.020188132	
0.0197	0.8041588	0.020196712	
0.0198	0.8041081	0.02020453	
0.0199	0.80406886	0.020211298	
0.02	0.80404156	0.02021683	
0.0201	0.804026	0.02022101	
0.0202	0.80402136	0.020223811	
0.0203	0.80402654	0.020225272	
0.0204	0.80404	0.02022549	
0.0205	0.8040601	0.020224614	
0.0206	0.80408496	0.020222826	
0.0207	0.80411273	0.020220328	
0.0208	0.8041418	0.020217331	
0.0209	0.80417055	0.020214044	
0.021	0.80419767	0.020210661	
0.0211	0.804222	0.02020736	
0.0212	0.80424273	0.02020429	
0.0213	0.8042593	0.020201571	
0.0214	0.80427146	0.02019929	
0.0215	0.8042792	0.020197501	
0.0216	0.80428267	0.020196227	
0.0217	0.80428225	0.020195467	
0.0218	0.8042785	0.020195192	
0.0219	0.804272	0.02019535	
0.022	0.80426335	0.020195883	
0.0221	0.80425334	0.020196714	
0.0222	0.8042426	0.020197766	
0.0223	0.8042317	0.02019896	
0.0224	0.8042212	0.020200219	
0.0225	0.8042116	0.020201476	
0.0226	0.8042033	0.020202668	
0.0227	0.80419636	0.020203747	
0.0228	0.8041911	0.020204674	
0.0229	0.8041875	0.020205425	
0.023	0.8041855	0.020205984	
0.0231	0.8041851	0.02020635	
0.0232	0.804186	0.02020653	
0.0233	0.804188	0.020206537	
0.0234	0.80419093	0.020206394	
0.0235	0.8041945	0.020206127	
0.0236	0.80419844	0.020205766	
0.0237	0.80420256	0.020205338	
0.0238	0.80420655	0.020204872	
0.0239	0.8042103	0.020204399	
0.024	0.80421364	0.020203939	
0.0241	0.80421644	0.020203514	
0.0242	0.8042187	0.020203141	
0.0243	0.8042203	0.02020283	
0.0244	0.80422133	0.02020259	
0.0245	0.80422175	0.020202423	
0.0246	0.8042216	0.020202326	
0.0247	0.804221	0.020202296	
0.0248	0.80422	0.020202328	
0.0249	0.80421877	0.020202408	
0.025	0.8042174	0.020202529	
0.0251	0.80421585	0.020202681	
0.0252	0.80421436	0.02020285	
0.0253	0.80421287	0.020203028	
0.0254	0.80421156	0.020203203	
0.0255	0.8042104	0.020203369	
0.0256	0.8042095	0.020203516	
0.0257	0.80420876	0.020203644	
0.0258	0.8042083	0.020203745	
0.0259	0.80420804	0.02020382	
0.026	0.80420804	0.020203868	
0.0261	0.80420816	0.020203888	
0.0262	0.80420846	0.020203887	
0.0263	0.8042089	0.020203864	
0.0264	0.8042094	0.020203825	
0.0265	0.80420995	0.020203771	
0.0266	0.80421054	0.020203711	
0.0267	0.8042111	0.020203644	
0.0268	0.8042116	0.02020358	
0.0269	0.8042121	0.020203516	
0.027	0.80421245	0.020203456	
0.0271	0.80421275	0.020203406	
0.0272	0.804213	0.020203363	
0.0273	0.8042131	0.020203331	
0.0274	0.80421317	0.02020331	
0.0275	0.8042131	0.020203296	
0.0276	0.80421305	0.020203294	
0.0277	0.80421287	0.0202033	
0.0278	0.8042127	0.020203311	
0.0279	0.8042125	0.02020333	
0.028	0.8042123	0.02020335	
0.0281	0.8042121	0.020203374	
0.0282	0.80421185	0.0202034	
0.0283	0.8042117	0.020203425	
0.0284	0.80421156	0.020203447	
0.0285	0.80421144	0.020203467	
0.0286	0.8042113	0.020203484	
0.0287	0.80421126	0.0202035	
0.0288	0.8042112	0.020203508	
0.0289	0.8042112	0.020203514	
0.029	0.80421126	0.020203518	
0.0291	0.8042113	0.020203516	
0.0292	0.8042114	0.020203512	
0.0293	0.80421144	0.020203507	
0.0294	0.8042115	0.0202035	
0.0295	0.8042116	0.02020349	
0.0296	0.8042117	0.02020348	
0.0297	0.80421174	0.020203471	
0.0298	0.8042118	0.020203464	
0.0299	0.80421185	0.020203454	
0.03	0.8042119	0.020203449	
0.0301	0.8042119	0.020203443	
0.0302	0.8042119	0.020203438	
0.0303	0.8042119	0.020203436	
0.0304	0.8042119	0.020203434	
0.0305	0.8042119	0.020203434	
0.0306	0.8042119	0.020203434	
0.0307	0.80421185	0.020203436	
0.0308	0.80421185	0.02020344	
0.0309	0.8042118	0.020203441	
0.031	0.8042118	0.020203445	
0.0311	0.80421174	0.020203449	
0.0312	0.80421174	0.020203453	
0.0313	0.80421174	0.020203454	
0.0314	0.8042117	0.020203458	
0.0315	0.8042117	0.02020346	
0.0316	0.8042117	0.020203462	
0.0317	0.8042117	0.020203464	
0.0318	0.8042117	0.020203464	
0.0319	0.8042117	0.020203466	
0.032	0.8042117	0.020203464	
0.0321	0.8042117	0.020203464	
